Ep: 13/200, iter: 251/468, total_iters: 5867, s_err: 0.0045, d_err: 0.6397, alpha: 0.3035
Ep: 13/200, iter: 301/468, total_iters: 5917, s_err: 0.0036, d_err: 0.6477, alpha: 0.3059
Ep: 13/200, iter: 351/468, total_iters: 5967, s_err: 0.0025, d_err: 0.6715, alpha: 0.3083
Ep: 13/200, iter: 401/468, total_iters: 6017, s_err: 0.0158, d_err: 0.6503, alpha: 0.3107
Ep: 13/200, iter: 451/468, total_iters: 6067, s_err: 0.0076, d_err: 0.6753, alpha: 0.3132
Ep: 13/200, iter: 468/468, total_iters: 6084, s_err: 0.0014, d_err: 0.6796, alpha: 0.3140
Ep: 14/200, iter: 1/468, total_iters: 6085, s_err: 0.0025, d_err: 0.6551, alpha: 0.3140
Ep: 14/200, iter: 51/468, total_iters: 6135, s_err: 0.0010, d_err: 0.6505, alpha: 0.3164
Ep: 14/200, iter: 101/468, total_iters: 6185, s_err: 0.0148, d_err: 0.6477, alpha: 0.3188
Ep: 14/200, iter: 151/468, total_iters: 6235, s_err: 0.0127, d_err: 0.6481, alpha: 0.3212
Ep: 14/200, iter: 201/468, total_iters: 6285, s_err: 0.0029, d_err: 0.6544, alpha: 0.3236
Ep: 14/200, iter: 251/468, total_iters: 6335, s_err: 0.0222, d_err: 0.6670, alpha: 0.3260
Ep: 14/200, iter: 301/468, total_iters: 6385, s_err: 0.0498, d_err: 0.6670, alpha: 0.3284
Ep: 14/200, iter: 351/468, total_iters: 6435, s_err: 0.0466, d_err: 0.6798, alpha: 0.3308
Ep: 14/200, iter: 401/468, total_iters: 6485, s_err: 0.0059, d_err: 0.6349, alpha: 0.3332
Ep: 14/200, iter: 451/468, total_iters: 6535, s_err: 0.0089, d_err: 0.6512, alpha: 0.3355
Ep: 14/200, iter: 468/468, total_iters: 6552, s_err: 0.0027, d_err: 0.6702, alpha: 0.3363
Ep: 15/200, iter: 1/468, total_iters: 6553, s_err: 0.0188, d_err: 0.6570, alpha: 0.3364
Ep: 15/200, iter: 51/468, total_iters: 6603, s_err: 0.0112, d_err: 0.6810, alpha: 0.3387
Ep: 15/200, iter: 101/468, total_iters: 6653, s_err: 0.0057, d_err: 0.6479, alpha: 0.3411
Ep: 15/200, iter: 151/468, total_iters: 6703, s_err: 0.0032, d_err: 0.6546, alpha: 0.3435
Ep: 15/200, iter: 201/468, total_iters: 6753, s_err: 0.0020, d_err: 0.6607, alpha: 0.3458
Ep: 15/200, iter: 251/468, total_iters: 6803, s_err: 0.0045, d_err: 0.6638, alpha: 0.3482
Ep: 15/200, iter: 301/468, total_iters: 6853, s_err: 0.0242, d_err: 0.6417, alpha: 0.3505
Ep: 15/200, iter: 351/468, total_iters: 6903, s_err: 0.0134, d_err: 0.6699, alpha: 0.3529
Ep: 15/200, iter: 401/468, total_iters: 6953, s_err: 0.0037, d_err: 0.6526, alpha: 0.3552
Ep: 15/200, iter: 451/468, total_iters: 7003, s_err: 0.0056, d_err: 0.6619, alpha: 0.3575
Ep: 15/200, iter: 468/468, total_iters: 7020, s_err: 0.0138, d_err: 0.6694, alpha: 0.3583
Ep: 16/200, iter: 1/468, total_iters: 7021, s_err: 0.0030, d_err: 0.7025, alpha: 0.3584
Ep: 16/200, iter: 51/468, total_iters: 7071, s_err: 0.0219, d_err: 0.6670, alpha: 0.3607
Ep: 16/200, iter: 101/468, total_iters: 7121, s_err: 0.0043, d_err: 0.6928, alpha: 0.3630
Ep: 16/200, iter: 151/468, total_iters: 7171, s_err: 0.0120, d_err: 0.6636, alpha: 0.3653
Ep: 16/200, iter: 201/468, total_iters: 7221, s_err: 0.0068, d_err: 0.6471, alpha: 0.3676
Ep: 16/200, iter: 251/468, total_iters: 7271, s_err: 0.0029, d_err: 0.6610, alpha: 0.3699
Ep: 16/200, iter: 301/468, total_iters: 7321, s_err: 0.0174, d_err: 0.6509, alpha: 0.3722
Ep: 16/200, iter: 351/468, total_iters: 7371, s_err: 0.0008, d_err: 0.6734, alpha: 0.3745
Ep: 16/200, iter: 401/468, total_iters: 7421, s_err: 0.0041, d_err: 0.6552, alpha: 0.3768
Ep: 16/200, iter: 451/468, total_iters: 7471, s_err: 0.0068, d_err: 0.6654, alpha: 0.3791
Ep: 16/200, iter: 468/468, total_iters: 7488, s_err: 0.0003, d_err: 0.6772, alpha: 0.3799
Ep: 17/200, iter: 1/468, total_iters: 7489, s_err: 0.0083, d_err: 0.6380, alpha: 0.3799
Ep: 17/200, iter: 51/468, total_iters: 7539, s_err: 0.0056, d_err: 0.6723, alpha: 0.3822
Ep: 17/200, iter: 101/468, total_iters: 7589, s_err: 0.0048, d_err: 0.6699, alpha: 0.3845
Ep: 17/200, iter: 151/468, total_iters: 7639, s_err: 0.0131, d_err: 0.6613, alpha: 0.3868
Ep: 17/200, iter: 201/468, total_iters: 7689, s_err: 0.0024, d_err: 0.6905, alpha: 0.3891
Ep: 17/200, iter: 251/468, total_iters: 7739, s_err: 0.0070, d_err: 0.6599, alpha: 0.3913
Ep: 17/200, iter: 301/468, total_iters: 7789, s_err: 0.0319, d_err: 0.6683, alpha: 0.3936
Ep: 17/200, iter: 351/468, total_iters: 7839, s_err: 0.0096, d_err: 0.6552, alpha: 0.3958
Ep: 17/200, iter: 401/468, total_iters: 7889, s_err: 0.1124, d_err: 0.6660, alpha: 0.3981
Ep: 17/200, iter: 451/468, total_iters: 7939, s_err: 0.0051, d_err: 0.6742, alpha: 0.4003
Ep: 17/200, iter: 468/468, total_iters: 7956, s_err: 0.0103, d_err: 0.6712, alpha: 0.4011
Ep: 18/200, iter: 1/468, total_iters: 7957, s_err: 0.0358, d_err: 0.6645, alpha: 0.4011
Ep: 18/200, iter: 51/468, total_iters: 8007, s_err: 0.0232, d_err: 0.6527, alpha: 0.4034
Ep: 18/200, iter: 101/468, total_iters: 8057, s_err: 0.0018, d_err: 0.6587, alpha: 0.4056
Ep: 18/200, iter: 151/468, total_iters: 8107, s_err: 0.0043, d_err: 0.6615, alpha: 0.4078
Ep: 18/200, iter: 201/468, total_iters: 8157, s_err: 0.0045, d_err: 0.6707, alpha: 0.4101
Ep: 18/200, iter: 251/468, total_iters: 8207, s_err: 0.0043, d_err: 0.6632, alpha: 0.4123
Ep: 18/200, iter: 301/468, total_iters: 8257, s_err: 0.0010, d_err: 0.6649, alpha: 0.4145
Ep: 18/200, iter: 351/468, total_iters: 8307, s_err: 0.0032, d_err: 0.6816, alpha: 0.4167
Ep: 18/200, iter: 401/468, total_iters: 8357, s_err: 0.0038, d_err: 0.6657, alpha: 0.4189
Ep: 18/200, iter: 451/468, total_iters: 8407, s_err: 0.0733, d_err: 0.6616, alpha: 0.4211
Ep: 18/200, iter: 468/468, total_iters: 8424, s_err: 0.0099, d_err: 0.6592, alpha: 0.4219
Ep: 19/200, iter: 1/468, total_iters: 8425, s_err: 0.0053, d_err: 0.6783, alpha: 0.4219
Ep: 19/200, iter: 51/468, total_iters: 8475, s_err: 0.0039, d_err: 0.6666, alpha: 0.4241
Ep: 19/200, iter: 101/468, total_iters: 8525, s_err: 0.0028, d_err: 0.6916, alpha: 0.4263
Ep: 19/200, iter: 151/468, total_iters: 8575, s_err: 0.0306, d_err: 0.6661, alpha: 0.4285
Ep: 19/200, iter: 201/468, total_iters: 8625, s_err: 0.0048, d_err: 0.6981, alpha: 0.4306
Ep: 19/200, iter: 251/468, total_iters: 8675, s_err: 0.0792, d_err: 0.6709, alpha: 0.4328
Ep: 19/200, iter: 301/468, total_iters: 8725, s_err: 0.0218, d_err: 0.6850, alpha: 0.4350
Ep: 19/200, iter: 351/468, total_iters: 8775, s_err: 0.0028, d_err: 0.6946, alpha: 0.4371
Ep: 19/200, iter: 401/468, total_iters: 8825, s_err: 0.0044, d_err: 0.6688, alpha: 0.4393
Ep: 19/200, iter: 451/468, total_iters: 8875, s_err: 0.0172, d_err: 0.6726, alpha: 0.4415
Ep: 19/200, iter: 468/468, total_iters: 8892, s_err: 0.0009, d_err: 0.6620, alpha: 0.4422
